30	-26	-18	45	-9	-12	4	0	-16	2	-11	-19	6	14	-8	0	35	-18	-4	26	-8	-32	20	37	-25	-19	16	14	-48	24	10	29	40	-52	-54	16	39	-15	-9	41	-45	10	-5	22	-15	-32	72	-52	-5	43	2	-18	20	6	-73	41	11	-38	48	40	-118	41	-7	63	-78	34	-5	24	-12	15	-24	23	9	-50	-1	24	40	19	-101	69	-46	16	48	-56	-9	29	2	-11	-9	-50	83	36	-127	92	-39	28	-27	22	-46	34	2	-8	6	20	-67	32	-43	103	-28	-31	19	-39	57	-2	-7	-24	0	19	-21	-4	42	47	-94	18	-6	8	-1	4	-16	20	-5	-2	2	-25	66	22	-88	-7	51	-17	17	-34	-7	40	-29	4	19	-55	42	-18	-32	81	-35	5	3	12	-12	-30	14	19	-12	-6	21	-46	-1	83	-67	38	-24	19	-10	4	-12	0	22	-16	11	51	-9	22	-87	53	-42	4	0	9	-20	34	-4	-24	24	-64	70	6	-60	12	10	1	8	15	-16	-4	22	5	0	-23	44	-81	-38	93	-20	3	-17	10	7	-30	38	-31	37	2	-17	60	-67	36	-40	16	-4	0	-8	1	11	5	-39	17	29	19	18	6	-81	4	-24	31	0	27	-43	20	33	-23	-3	-19	54	-52	-62	48	17	-8	25	11	-25	6	3	5	-50	22	-14	63	-34	10	14	-3	-13	4	-20	1	26	-22	-25	34	8	17	20	15	-77	-7	14	11	11	-9	16	-58	35	5	-2	-2	-1	42	-79	4	19	8	4	5	30	-48	17	8	-20	-3	33	-38	-14	12	51	-38	2	-12	14	-8	7	-21	
670	829	718	691	646	1193	642	607	667	647	550	542	588	544	650	956	798	777	679	702	739	781	747	989	789	675	683	691	775	741	1222	1072	983	1006	1140	930	952	1080	1022	814	766	716	820	890	881	1208	955	866	1290	1134	1386	1515	1213	1327	1631	1205	1298	1420	1385	1822	1137	1044	1013	1167	1330	1229	1312	1242	1555	1329	1193	1282	1229	1223	1391	985	1026	861	992	1173	1189	1032	1272	1095	942	1064	1257	869	766	1300	1089	842	1103	1262	1148	1123	1186	1341	1035	904	999	934	679	1086	848	1021	1139	968	802	955	1185	920	1244	863	944	1065	1128	961	1334	1049	1242	942	987	809	768	662	1072	1318	919	853	786	760	1124	992	680	675	507	713	878	902	861	850	864	943	917	944	783	1088	908	975	1062	950	797	702	700	1046	936	787	849	856	927	1042	1213	928	884	732	585	803	976	926	1075	1030	1168	998	971	890	985	1320	1113	861	742	680	582	526	840	1149	1198	811	645	587	1016	1129	669	654	603	615	798	660	613	757	687	596	719	732	906	666	1186	876	870	840	540	428	502	807	904	781	724	818	780	697	813	830	483	422	607	604	677	588	789	815	708	545	589	509	647	1192	831	1044	785	738	658	685	587	715	636	579	601	554	698	463	843	430	412	479	465	446	484	579	592	523	531	466	433	457	969	1070	1079	931	1138	734	839	1001	1145	710	559	444	515	575	540	837	821	569	825	1038	1285	1522	1080	1342	1020	961	822	897	739	716	1224	996	1013	852	884	997	956	781	1030	1041	945	865	868	954	1213	781	745	766	972	1035	1187	1020	1209	1055	683	828	
